Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Falling,"a. Descent Trail Area > Ralph Stover State Park (High Rocks) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/106134572/falling,1.7,-1,Boulder,"V0+ R",1,,40.44063,-75.09975
"Mickey's Mantle","b. Practice Face > Ralph Stover State Park (High Rocks) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/106135045/mickeys-mantle,2.0,-1,Boulder,V0,1,,40.44047,-75.0994
"Warmup Traverse","b. Practice Face > Ralph Stover State Park (High Rocks) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/106135040/warmup-traverse,-1.0,-1,Boulder,V0+,1,,40.44047,-75.0994
"Crank N' Up","b. Practice Face > Ralph Stover State Park (High Rocks) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/106135034/crank-n-up,-1.0,-1,Boulder,V0+,1,,40.44047,-75.0994
Bootwear,"c. Neolithic Wall > Ralph Stover State Park (High Rocks) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/106135081/bootwear,1.0,-1,Boulder,V4,1,,40.44066,-75.09934
Weaker,"Meeker > Meeker Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120104681/weaker,3.0,-1,Boulder,V0-1,1,15,40.48079,-75.22346
"Meeker V5 Variation","Meeker > Meeker Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108410251/meeker-v5-variation,2.8,-1,Boulder,V5,1,10,40.48079,-75.22346
"Meeker SDS","Meeker > Meeker Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108410236/meeker-sds,2.5,-1,Boulder,V8-9,1,15,40.48079,-75.22346
"V2 by Meeker","V2 Boulder > Meeker Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108410217/v2-by-meeker,1.5,-1,Boulder,V2,1,10,40.48042,-75.22327
Bypass,"Patoggan Run > Meeker Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116167312/bypass,2.0,-1,Boulder,V0,1,,40.48054,-75.2236
"Paddle Prow","Patoggan Run > Meeker Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108410294/paddle-prow,2.0,-1,Boulder,V2,1,15,40.48054,-75.2236
"Patoggan Run","Patoggan Run > Meeker Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108410279/patoggan-run,3.1,-1,Boulder,V4,1,15,40.48054,-75.2236
"Escalator Traverse","Patoggan Run > Meeker Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116166999/escalator-traverse,3.0,-1,Boulder,V6,1,,40.48054,-75.2236
"Bubblegum Face","Bubblegum > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107478422/bubblegum-face,2.9,-1,Boulder,V0+,1,15,40.48211,-75.22378
"Bubblegum Face Sit","Bubblegum > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111073360/bubblegum-face-sit,2.6,-1,Boulder,V1,1,10,40.48211,-75.22378
"Bubblegum Variation","Bubblegum > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111151375/bubblegum-variation,3.0,-1,Boulder,V3,1,10,40.48211,-75.22378
Bubblegum,"Bubblegum > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107478393/bubblegum,3.2,-1,Boulder,V3,1,10,40.48211,-75.22378
"Cave Crack","Bubblegum > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109881312/cave-crack,2.8,-1,Boulder,V5,1,,40.48211,-75.22378
"Line Graph Traverse","Black Angus Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111168948/line-graph-traverse,2.7,-1,Boulder,V2-,1,10,40.48176,-75.224
"Happy Cow","Black Angus Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107478412/happy-cow,2.5,-1,Boulder,V2,1,15,40.48176,-75.224
Shredder,"Black Angus Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109646172/shredder,2.6,-1,Boulder,V3,1,10,40.48176,-75.224
Gumball,"Black Angus Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107872120/gumball,3.1,-1,Boulder,V4,1,10,40.48176,-75.224
"Before the Forum","Black Angus Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109509310/before-the-forum,3.3,-1,Boulder,V4,1,15,40.48176,-75.224
Bovine,"Black Angus Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109824067/bovine,2.3,-1,Boulder,V6,1,12,40.48176,-75.224
"In the Face of Danger","Black Angus Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119599427/in-the-face-of-danger,4.0,-1,Boulder,"V7 PG13",1,12,40.48176,-75.224
"Black Angus","Black Angus Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107943079/black-angus,3.3,-1,Boulder,V9,1,15,40.48176,-75.224
"Savage Hand Orgy","Savage Hand Orgy > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108003579/savage-hand-orgy,2.9,-1,Boulder,V3,1,,40.48176,-75.22382
"Unnamed V0","Over the Falls Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108410129/unnamed-v0,1.3,-1,Boulder,V0,1,6,40.48159,-75.22408
Dromedary,"Over the Falls Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120460134/dromedary,1.7,-1,Boulder,V0,1,,40.48159,-75.22408
"Duck Dive","Over the Falls Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108410024/duck-dive,2.1,-1,Boulder,V0+,1,15,40.48159,-75.22408
Noodled,"Over the Falls Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108410112/noodled,2.7,-1,Boulder,V1,1,10,40.48159,-75.22408
"Swan Dive","Over the Falls Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107478405/swan-dive,2.3,-1,Boulder,V2,1,15,40.48159,-75.22408
"Uncle Muscles Power Hour","Over the Falls Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108410080/uncle-muscles-power-hour,2.9,-1,Boulder,V3,1,6,40.48159,-75.22408
Tsunami,"Over the Falls Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109050438/tsunami,3.2,-1,Boulder,V4,1,8,40.48159,-75.22408
"Over the Falls","Over the Falls Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107399291/over-the-falls,2.6,-1,Boulder,V9,1,,40.48159,-75.22408
"Unnamed V1 (Little Roof)","Of Mice and Men Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107573254/unnamed-v1-little-roof,2.3,-1,Boulder,V1,1,8,40.48213,-75.22512
"Unnamed V2","Of Mice and Men Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107573263/unnamed-v2,2.0,-1,Boulder,V2,1,10,40.48213,-75.22512
"The Moon is Down (Stand)","Of Mice and Men Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111749433/the-moon-is-down-stand,2.0,-1,Boulder,"V4 PG13",1,10,40.48213,-75.22512
scoop,"Of Mice and Men Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111769439/scoop,2.5,-1,Boulder,V4,1,8,40.48213,-75.22512
"Of Mice and Men","Of Mice and Men Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109509264/of-mice-and-men,3.6,-1,Boulder,"V8 PG13",1,16,40.48213,-75.22512
"The Press","Of Mice and Men Area > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109509112/the-press,3.0,-1,Boulder,V8,1,15,40.48213,-75.22512
"Bone Yard","Southwest Boulder > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111151438/bone-yard,1.5,-1,Boulder,V0+,1,10,40.48159,-75.22481
Unknown3,"Southwest Boulder > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111151405/unknown3,2.0,-1,Boulder,V1-,1,10,40.48159,-75.22481
"Ankle Biter","Southwest Boulder > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108410166/ankle-biter,2.5,-1,Boulder,V1-2,1,10,40.48159,-75.22481
Bombora,"Southwest Boulder > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111151430/bombora,2.3,-1,Boulder,V2,1,10,40.48159,-75.22481
Birdnest,"Upper Hangar > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116158839/birdnest,1.0,-1,Boulder,V0,1,,40.48256,-75.22388
Stonemaster,"Upper Hangar > Hangar 18 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116158808/stonemaster,1.0,-1,Boulder,V1,1,,40.48256,-75.22388
"Unnamed V0","Nadja > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111137371/unnamed-v0,2.5,-1,Boulder,V0-,1,10,40.4855,-75.2171
"Unnamed V0-","Nadja > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111137380/unnamed-v0,1.6,-1,Boulder,V0-,1,10,40.4855,-75.2171
"Unnamed V1","Nadja > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111137335/unnamed-v1,2.0,-1,Boulder,V1,1,10,40.4855,-75.2171
Nadja,"Nadja > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111137355/nadja,3.2,-1,Boulder,V2,1,10,40.4855,-75.2171
"The Plum","Mo Mangoes > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109585924/the-plum,1.7,-1,Boulder,V2,1,,40.48798,-75.21591
"Mo Mangos","Mo Mangoes > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109585892/mo-mangos,3.8,-1,Boulder,V7,1,,40.48798,-75.21591
"Fruit Basket Traverse","Mo Mangoes > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109585911/fruit-basket-traverse,2.0,-1,Boulder,V7,1,,40.48798,-75.21591
"Tooth Traverse Variation","The Tooth > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117648973/tooth-traverse-variation,1.5,-1,Boulder,V1,1,,40.48914,-75.21576
"Tooth Arete","The Tooth > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116165044/tooth-arete,1.0,-1,Boulder,V1,1,,40.48914,-75.21576
Novocaine,"The Tooth > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109579848/novocaine,2.0,-1,Boulder,V4,1,,40.48914,-75.21576
"Tooth Traverse","The Tooth > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109579953/tooth-traverse,2.3,-1,Boulder,V4,1,,40.48914,-75.21576
"The Magi","The Magi Boulder > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109579988/the-magi,2.0,-1,Boulder,V6,1,,40.48585,-75.21619
"The Magi Direct","The Magi Boulder > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109580002/the-magi-direct,3.0,-1,Boulder,V6,1,,40.48585,-75.21619
"High Jinx","The Caves > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111731676/high-jinx,2.8,-1,Boulder,"V0+ PG13",1,10,40.48545,-75.21688
v1,"The Caves > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109585687/v1,2.0,-1,Boulder,V1,1,,40.48545,-75.21688
L'angle,"The Caves > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109585412/langle,4.0,-1,Boulder,V2,1,,40.48545,-75.21688
"Low Jinx","The Caves > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111660638/low-jinx,2.5,-1,Boulder,"V2 PG13",1,10,40.48545,-75.21688
"Honeybun Arete","The Caves > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111412399/honeybun-arete,2.2,-1,Boulder,"V2 PG13",1,10,40.48545,-75.21688
"The Kind That Go Ding","The Caves > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109585766/the-kind-that-go-ding,2.7,-1,Boulder,"V5 PG13",1,,40.48545,-75.21688
"Caves Crack","The Caves > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109585388/caves-crack,2.7,-1,Boulder,V5,1,9,40.48545,-75.21688
"Bouloutain's Arete","The Caves > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109585875/bouloutains-arete,2.6,-1,Boulder,V5+,1,,40.48545,-75.21688
"The Balrog","The Caves > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111635559/the-balrog,3.0,-1,Boulder,V6+,1,10,40.48545,-75.21688
"Sumo Wrestler","The Caves > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109585694/sumo-wrestler,-1.0,-1,Boulder,"V7 PG13",1,,40.48545,-75.21688
Pele,"The Caves > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109585704/pele,3.3,-1,Boulder,V8,1,,40.48545,-75.21688
"Yosemite Arete","The Caves > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109585657/yosemite-arete,4.0,-1,Boulder,"V9 R",1,,40.48545,-75.21688
"Yosemite Crack","The Caves > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109585425/yosemite-crack,4.0,-1,Boulder,"V10 PG13",1,,40.48545,-75.21688
"The Bubbler","Top Rock/Caves Trail Split > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109588605/the-bubbler,2.8,-1,Boulder,V6,1,,40.49003,-75.21477
"Before the Storm","Top Rock/Caves Trail Split > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109851352/before-the-storm,3.9,-1,Boulder,V7,1,10,40.49003,-75.21477
"Middle V1","Three Seams > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109824370/middle-v1,-1.0,-1,Boulder,V1,1,17,40.48749,-75.21526
"Left Side Crack","The Cracked Egg Boulder > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111438618/left-side-crack,2.3,-1,Boulder,V0,1,12,40.48676,-75.21544
"Right Slab","The Cracked Egg Boulder > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111438629/right-slab,2.0,-1,Boulder,V0,1,12,40.48676,-75.21544
"Center Slab","The Cracked Egg Boulder > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111438625/center-slab,2.8,-1,Boulder,V2,1,12,40.48676,-75.21544
"White Top Overhang","White Top Boulder > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111438656/white-top-overhang,3.0,-1,Boulder,"V1 PG13",1,15,40.48791,-75.21553
Poké,"Bokow Boulder > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/121774126/poke,1.0,-1,Boulder,V0,1,,40.48479,-75.22121
Wokob,"Bokow Boulder > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111183928/wokob,2.3,-1,Boulder,V3,1,10,40.48479,-75.22121
"Unknown V3","Bokow Boulder > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120700136/unknown-v3,3.0,-1,Boulder,V3,1,,40.48479,-75.22121
"Spined Micrathena","Bokow Boulder > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111183945/spined-micrathena,2.9,-1,Boulder,V4,1,10,40.48479,-75.22121
Bokow,"Bokow Boulder > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109552829/bokow,3.0,-1,Boulder,V8,1,12,40.48479,-75.22121
"The Rocking Chair","The Rocking Chair > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111779100/the-rocking-chair,2.3,-1,Boulder,V3+,1,25,40.48657,-75.21615
"Rocking Chair Left","The Rocking Chair > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119712684/rocking-chair-left,3.0,-1,Boulder,V5-,1,12,40.48657,-75.21615
"Echo Belly","The Rocking Chair > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111779081/echo-belly,2.0,-1,Boulder,V8,1,25,40.48657,-75.21615
"Rocking Chair Direct","The Rocking Chair > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111779048/rocking-chair-direct,3.7,-1,Boulder,V10,1,35,40.48657,-75.21615
"Perpetual Dawn","Little Fluffy Clouds Area > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118902804/perpetual-dawn,3.0,-1,Boulder,"V1- PG13",1,6,40.48412,-75.22046
"Little Fluffy Clouds","Little Fluffy Clouds Area > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107954422/little-fluffy-clouds,4.0,-1,Boulder,V5,1,20,40.48412,-75.22046
"Jug Arete","Little Fluffy Clouds Area > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109586469/jug-arete,2.7,-1,Boulder,V6,1,,40.48412,-75.22046
3-Star,"3-Star > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107434852/3-star,3.9,-1,"Aid, Boulder, Mixed, Ice, Snow","5.10- V1 WI2- M1-2 C1+ Easy Snow",1,20,40.486,-75.21733
Dubeck,"Dubeck > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108424261/dubeck,3.0,-1,Boulder,V3,1,,40.48537,-75.21691
Beckdu,"Dubeck > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107970304/beckdu,2.8,-1,Boulder,V4-,1,10,40.48537,-75.21691
"The Scream","Dubeck > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109586455/the-scream,2.2,-1,Boulder,V5,1,,40.48537,-75.21691
"Happy Herbert","Amber Boulders > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117632584/happy-herbert,1.0,-1,Boulder,V0,1,,40.48465,-75.21986
Project,"Amber Boulders > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/117632607/project,1.0,-1,Boulder,V2,1,,40.48465,-75.21986
Amber,"Amber Boulders > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/121796964/amber,3.0,-1,Boulder,V5,1,10,40.48465,-75.21986
"Soft Serve","Bokow Area > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/118639796/soft-serve,1.5,-1,Boulder,V0,1,,40.48434,-75.22138
"Ice Cream","Ice Cream Boulder > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/121767958/ice-cream,2.0,-1,Boulder,V1,1,,40.48554,-75.21754
"The purple tape","Ice Cream Boulder > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/121768018/the-purple-tape,1.0,-1,Boulder,V2,1,,40.48554,-75.21754
"Lovers Quarrel","Top Rock > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119309488/lovers-quarrel,2.0,-1,Boulder,V0,1,15,40.48864,-75.21924
"Trade Marked","Top Rock > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119309455/trade-marked,2.0,-1,Boulder,V2,1,15,40.48864,-75.21924
"Puff Puff Pass","Top Rock > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/119309521/puff-puff-pass,3.0,-1,Boulder,V2,1,15,40.48864,-75.21924
"Mighty Mouse","Top Rock > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/108424271/mighty-mouse,3.0,-1,Boulder,V3,1,10,40.48864,-75.21924
"Iron Lion","Top Rock > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/107996614/iron-lion,3.8,-1,Boulder,V7,1,,40.48864,-75.21924
"Snake in the Eagles Shadow","Top Rock > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111503205/snake-in-the-eagles-shadow,3.0,-1,Boulder,V8,1,18,40.48864,-75.21924
"The Never Ending Biscuit","The Never Ending Biscuit > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/109610108/the-never-ending-biscuit,3.0,-1,Boulder,V4,1,,40.48932,-75.22037
R2-D2,"Hematoma Boulder > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111503450/r2-d2,1.0,-1,Boulder,V1,1,15,40.48873,-75.21871
Hematoma,"Hematoma Boulder > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111078191/hematoma,2.9,-1,Boulder,V3,1,15,40.48873,-75.21871
"Witch Hazel","Hematoma Boulder > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111503359/witch-hazel,2.7,-1,Boulder,V5,1,10,40.48873,-75.21871
"The Wookie","Hematoma Boulder > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111503429/the-wookie,2.8,-1,Boulder,V5+,1,18,40.48873,-75.21871
"E Honda","The Watchtower Boulders > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111510053/e-honda,1.0,-1,Boulder,V5,1,8,40.48911,-75.2198
Lolos,"The Watchtower Boulders > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/111510065/lolos,1.0,-1,Boulder,V8,1,10,40.48911,-75.2198
"V0 wide crack","The Broiler Boulder > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/113541752/v0-wide-crack,2.7,-1,Boulder,"V0 PG13",1,18,40.4887,-75.2195
"V2 crack","The Broiler Boulder > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/113541793/v2-crack,2.5,-1,Boulder,V2,1,18,40.4887,-75.2195
"The Broiler","The Broiler Boulder > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/113541813/the-broiler,1.5,-1,Boulder,V2,1,,40.4887,-75.2195
"Pyramid Crack","Pyramid Boulder > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/116221713/pyramid-crack,2.5,-1,Boulder,V0,1,10,40.48946,-75.21774
"El Sobrante","El Patron > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania",https://www.mountainproject.com/route/120235590/el-sobrante,3.0,-1,Boulder,"V6 R",1,18,40.48871,-75.21891
