,index,Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,Description
131,131,Rubbin The Nubbin,Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108409930/rubbin-the-nubbin,2.7,-1,Boulder,V3,1,10.0,40.48792,-75.21974,Climb the overhanging dihedral.
132,132,Yohimbe,Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108414114/yohimbe,2.0,-1,Boulder,V3,1,8.0,40.48792,-75.21974,Start under the roof and follow the crack out.
133,133,Garden Spider Party Sit,Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/107478450/garden-spider-party-sit,2.0,-1,Boulder,V3,1,15.0,40.48792,-75.21974,"Sit start to Garden spider party, start on a large crimp and feet close to the dirt.  Move up to the slopers and reach way up to more sloping holds and top out."
134,134,Hugo Long,Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108424240/hugo-long,2.3,-1,Boulder,V4,1,10.0,40.48792,-75.21974,A one-move-wonder: dyno from the chalked up start holds of The Plug to the top.
135,135,Nutmeg,Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108414085/nutmeg,-1.0,-1,Boulder,V4,1,8.0,40.48792,-75.21974,Sit down start in the pit.  Climb small edges to the top.
136,136,Jungle Boogie V4 Var,Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108414103/jungle-boogie-v4-var,-1.0,-1,Boulder,V4,1,8.0,40.48792,-75.21974,Stand start.  Climb the overhanging prow.
137,137,Tour Du Bloc,Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/107530224/tour-du-bloc,-1.0,-1,Boulder,V4,1,,40.48792,-75.21974,Start on the slab and traverse the boulder. Finish on the plug!
138,138,The Goose,Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108414107/the-goose,1.0,-1,Boulder,V4-5,1,8.0,40.48792,-75.21974,Sit on the boulder to start.  Undercling up to pinches.
139,139,Jungle Boogie,Area 51 (uphill side) > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108414095/jungle-boogie,3.4,-1,Boulder,V6,1,10.0,40.48792,-75.21974,Sit down start.  Climb the overhanging prow.
140,140,Unnamed V0,Chris' Acres > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108414120/unnamed-v0,1.0,-1,Boulder,V0-,1,8.0,40.48726,-75.22081,Climb the short hand crack in the dihedral.
141,141,Unnamed V1,Chris' Acres > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108414127/unnamed-v1,3.0,-1,Boulder,V1,1,8.0,40.48726,-75.22081,Sit down start on the right side of the arete.  Climb the arete.
142,142,Unnamed V4,Chris' Acres > Area 51 > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108414134/unnamed-v4,3.0,-1,Boulder,V4,1,8.0,40.48726,-75.22081,Start at the low jug just right of the tree.  Climb straight up to the slopey top.
143,143,Ninja Squirrel,Ninja Squirrel > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/107996795/ninja-squirrel,2.3,-1,Boulder,V6,1,,40.48898,-75.21653,thin crimps up face - arete is off
144,144,Cooperazzi,Delicate Troll boulder > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/109610176/cooperazzi,3.0,-1,Boulder,V4,1,,40.48832,-75.21844,"Start on the v-shaped slopers in the center of the boulder. Go up and right to a crimp rail, then fire out for the arete."
145,145,Cooperazzi Sit,Delicate Troll boulder > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111475512/cooperazzi-sit,2.0,-1,Boulder,V5,1,12.0,40.48832,-75.21844,"While Cooperazzi starts in the center on the obvious v-shaped jug, this variation starts on the left side with a small sloper on the arete for your left hand and the prominent low crimp for your right. Slap up the sloper and then lurch over to the v-shaped jug and then continue into Cooperazzi."
146,146,Egg Roll,Egg Roll > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/109588586/egg-roll,2.7,-1,Boulder,V4,1,,40.48911,-75.21724,Starts on an undercling under the roof. Move up and right and then top out. The boulder at the base is on for feet.
147,147,Light Shag,The Perch > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/107956741/light-shag,3.0,-1,Boulder,V3,1,,40.48815,-75.21816,"under overhanging roof start hold is a jug out to lip of roof, onto short face and straight up to top. Same start as Turkish Blend v5"
148,148,Turkish Blend,The Perch > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/107956746/turkish-blend,2.3,-1,Boulder,V5,1,,40.48815,-75.21816,"under overhanging roof start hold is a jug out to lip of roof, onto short face via sloper, top out above"
149,149,Bulgur Hay,The Perch > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111479562/bulgur-hay,2.0,-1,Boulder,V6,1,,40.48815,-75.21816,"So many problems on such a little section of rock! Thats okay, theyre all good!This one starts underneath the small roof on the crack in the back. Starts the same as The Perch. Reach around to the low crimps on the face and head up to the slopers, the same as you would with The Perch. From here, traverse right into Light Shag and finish it up."
150,150,The Perch,The Perch > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/109588582/the-perch,2.0,-1,Boulder,V9,1,,40.48815,-75.21816,"SDS in the crack on the left side underneath the roof. Reach around the small roof to a crimp at the lip. Continue upward to slopers. From here, head up and left to a good flake. Top out above."
151,151,Throwing Oranges,Throwing Oranges at the Eskimos > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/107956724/throwing-oranges,2.3,-1,Boulder,V2-3,1,,40.48941,-75.21678,"Sit start from left facing flake, up face, past sloping dish"
152,152,Ulu Traverse,Nightmare Arete > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117067635/ulu-traverse,1.5,-1,Boulder,V0,1,,40.48929,-75.21671,Variation of Ulu (VB). Start on right of the wall with the Ulu crack and traverse left until you reach the crack. Finish on Ulu.Beta Vid (starts a few moves in)
153,153,Bad Dream,Nightmare Arete > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120165863/bad-dream,3.0,-1,Boulder,V4,1,15.0,40.48929,-75.21671,Climb the beautiful face and arete with thought provoking and technical movement. This one will keep you on your toes.
154,154,Jesus Calls For War Aka Nightmare Arete,Nightmare Arete > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/107956734/jesus-calls-for-war-aka-nightmare-arete,3.2,-1,Boulder,V7,1,,40.48929,-75.21671,overhanging arete
155,155,Bootleg,Bootleg > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111479461/bootleg,3.7,-1,Boulder,V10-,1,12.0,40.48836,-75.21763,A very tricky and balancy arete problem! SDS on the left side of the arete. Work your way up the arete and top out at the peak.
156,156,Rumble In The Jumble,Rumble In The Jumble > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120141182/rumble-in-the-jumble,4.0,-1,Boulder,V7 R,1,30.0,40.48839,-75.21777,Climb down into the pit to start this boulder. Stand start with both hands on obvious start hold down and just left of the right arete. Make some crimpy moves up and left and then dyno out right to the jug crimp(crux). Work your way up and left along the lip of the boulder on small crimps until you can rock over onto the slab(also cruxy). Climb the easy but committing slab for 20ft. to the top of the boulder. A fall from the slab would be horrific and most likely injurious. What a gem!!
157,157,Sitting Pretty,Sitting Pretty > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120158419/sitting-pretty,3.0,-1,Boulder,V4,1,10.0,40.48817,-75.21818,"Start with left hand on the cool, flat, triangular hold on the arete and right hand on the far right edge. The crux is getting established on the boulder and doing the first move up the arete. After that, reach up and right to the pretty, sloping lip. Work your feet up and do a move or two before going for the top. The mantle isn't hard but it is slightly awkward because of the lack of feet. Reachy."
158,158,Acetaminophen,Grovelfest > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120193407/acetaminophen,2.0,-1,Boulder,V3,1,10.0,40.48815,-75.21815,"Inspired by Shadow's efforts!Start left hand on a good edge and right hand on a flaky side pull on the arete/crack. Use a high left foot smear and establish on the boulder. Using the arete/crack and crimps on the face, climb the slab. Everything right of the crack is off."
159,159,Cody Layback,Grovelfest > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120181317/cody-layback,2.0,-1,Boulder,V4,1,8.0,40.48815,-75.21815,Start with left hand on the arete and right hand underclinging the low lip. Climb the rounded boulder using the arete and crimps on the face until you can reach out right to the long incut crimp jug. Get your right foot up on the crimp jug and top out. The rock left of the arete/crack is off.
160,160,Alien Face,Grovelfest > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120236754/alien-face,2.0,-1,Boulder,V4,1,6.0,40.48815,-75.21815,SDS on the massive jug. Do a long move to crimps on the lip of the boulder. Top out.
161,161,Et Phone Home,Grovelfest > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120237178/et-phone-home,2.0,-1,Boulder,V5,1,8.0,40.48815,-75.21815,"Start with right hand on the big, flat sidepull and left hand on any of the small, sharp crimps you choose. Figure out how to pull onto the boulder with terrible feet and make one hard move to the long crimp jug. Top out."
162,162,I Call Shotgun,Grovelfest > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120237193/i-call-shotgun,2.0,-1,Boulder,V5,1,8.0,40.48815,-75.21815,Start with both hands in the seam and pull onto the boulder with terrible feet. Bust to the pancake slopers and drift out left to easier moves before topping out.
163,163,Grovelfest,Grovelfest > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120165873/grovelfest,3.0,-1,Boulder,V6,1,8.0,40.48815,-75.21815,Start with a left hand sloper on the lip of the boulder and a right hand crimp. Pull onto the boulder and do a move out left to a dishy crimp. Reach up right hand to a good high crimp with a thumb catch. Surmount the top of the boulder with bad feet and a lot of groveling. The name says it all.
164,164,Air Out Right,Air Out > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120165903/air-out-right,2.0,-1,Boulder,V2,1,12.0,40.48821,-75.21755,Climb the right arete with a tricky start and a fun mantle in the middle of the problem on the protruding jug.
165,165,Air Out Left,Air Out > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120165889/air-out-left,2.5,-1,Boulder,V3,1,12.0,40.48821,-75.21755,"Start with left hand on the arete and right hand on the small, smile crimp on the face. Make some moves to the horizontal crack in the middle of the face and then continue up the left arete with fun, techy moves."
166,166,Bogus Journey,Air Out > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120179737/bogus-journey,2.0,-1,Boulder,V3,1,12.0,40.48821,-75.21755,"Start on Bill an Ted's. Once you get to the horizontal crack, traverse left and finish on Excellent Adventure."
167,167,Air Hog,Air Out > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120179826/air-hog,2.0,-1,Boulder,V4,1,12.0,40.48821,-75.21755,"Start matched on the long, slanted, sidepull undercling right of the left arete and the big foot. Reach up to the horizontal crack. Match the crack and go for the top. A fun eliminate. Watch out for the tree at your back."
168,168,Team Effort,Team Effort > Gateway > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120181234/team-effort,3.0,-1,Boulder,V4,1,15.0,40.48852,-75.21718,"Climb the fun slab with a vertical seam, dishy feet, a slopey arete feature, and cool crimps up high. This one will test your slab climbing skills."
169,169,The Fin,The Glass Wall > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/109851413/the-fin,3.4,-1,Boulder,V2,1,15.0,40.48797,-75.21922,"Climb the prow being careful not to touch intrusively close tree, making way to top ledge across face and topping out to left."
170,170,Moss Clod,The Glass Wall > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111078167/moss-clod,2.5,-1,Boulder,V2,1,10.0,40.48797,-75.21922,Tenuous layback up a flake
171,171,Petes Butt Swing,The Glass Wall > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111391400/petes-butt-swing,2.5,-1,Boulder,V3,1,,40.48797,-75.21922,"Start with both hands on a good hold, go to the top slopers and top out."
172,172,Funky Butt Love,The Glass Wall > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111277615/funky-butt-love,2.9,-1,Boulder,V4,1,10.0,40.48797,-75.21922,"Start with a seam for your left and sidepull for your right.  Hike up your feet throw for the lip and top out.  Mind the tree, hence the name."
173,173,Main Squeeze,The Glass Wall > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116165484/main-squeeze,1.0,-1,Boulder,V4,1,,40.48797,-75.21922,The leftmost line on the wall. Grovel up and over the buldge.
174,174,Funky Butt Flies,The Glass Wall > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/112107229/funky-butt-flies,3.0,-1,Boulder,V5+,1,10.0,40.48797,-75.21922,"Start as for ""Catching Flies"", but traverse left into the start of ""Funky Butt Love"" utilizing a high heel and a right hand side-pull crimp. Slap around the arete to the seam, then slap to the lip and top out.Not sure if this has been climbed before or is described elsewhere, so feel free to update FA / grade."
175,175,Catching Flies,The Glass Wall > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111391386/catching-flies,2.8,-1,Boulder,V5-6,1,15.0,40.48797,-75.21922,No text - use the 'Improve This Page' link to add something useful!
176,176,The Tainted Orb,The Glass Wall > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116165493/the-tainted-orb,1.0,-1,Boulder,V7,1,,40.48797,-75.21922,"Sit Start with crimps under the bulge, and feet on the detached rock. Climb up intoMain Squeeze.Be careful with the loose start hold."
177,177,Bump And Drag,Teddy Bear Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108479022/bump-and-drag,1.9,-1,Boulder,V0,1,20.0,40.49002,-75.2173,"Sit down start with hands on either side of the block, slap your way up the block to easier ground and follow the left angling crack to top out."
178,178,Tit Toss,Teddy Bear Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108479015/tit-toss,2.2,-1,Boulder,V1,1,15.0,40.49002,-75.2173,"Start on good edges and climb 2 moves up before the holds stop, slap for the lip and find the good jug and top out.  The slopers to the right on the arete are off.  A V0 variation to this problem allows use of the arete."
179,179,Twin Cracks,Teddy Bear Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108875162/twin-cracks,1.8,-1,Boulder,V1,1,10.0,40.49002,-75.2173,"From Char Fetterolf's ""Haycock Mountain Bouldering"" guidebook:""Start with your choice of holds and climb the vertical seams.  Tough to get started."""
180,180,Teddy Bear Picnic,Teddy Bear Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108479009/teddy-bear-picnic,2.6,-1,Boulder,V2,1,10.0,40.49002,-75.2173,Teddy Bear Picnic is the leftward angling crack on the backside of the teddy bear area main boulder.  Begin the problem standing on the low boulder to gain a good finger lock and follow the crack using jams and small edges for feet to a slopey top out.
181,181,Jeffs Route,Teddy Bear Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108479027/jeffs-route,1.0,-1,Boulder,V3,1,10.0,40.49002,-75.2173,"A technical climb, start on a sidepull and a good crimp under the perched boulder and move right on small edges.  Reach a good jam and position your feet higher to reach positive holds at the lip."
182,182,Googy,Teddy Bear Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/109871458/googy,2.7,-1,Boulder,V5,1,10.0,40.49002,-75.2173,Traverse the slopey lip to top.
183,183,Show Me Yours,Teddy Bear Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116165029/show-me-yours,2.0,-1,Boulder,V5,1,,40.49002,-75.2173,"Start on theInto The Picnictraverse holds betweenTeddy Bear's PicnicandTit Tossand dyno up to a sharp edge below the lip, or skip it and go straight to the top."
184,184,Into The Picnic,Teddy Bear Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/109509290/into-the-picnic,2.3,-1,Boulder,V5,1,18.0,40.49002,-75.2173,A great link up of Tit Toss and Teddy Bear's Picnic. Start on Tit Toss and traverse left on good holds until you have to make a big reach to gain access to Teddy Bear's Picnic. Top out Teddy Bear's Picnic.
185,185,Open Book,Fun Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108320658/open-book,1.6,-1,Boulder,V0-,1,10.0,40.49009,-75.21679,Climb the subtle open book in the middle of the slab face.
186,186,Fun Boulder Slab,Fun Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108320648/fun-boulder-slab,1.7,-1,Boulder,V0,1,10.0,40.49009,-75.21679,Left side of the slab.
187,187,Huggles Arete,Fun Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108320663/huggles-arete,2.3,-1,Boulder,V2,1,10.0,40.49009,-75.21679,Sit down start on the overhanging side of the right arete.
188,188,The Mantel,Fun Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108320690/the-mantel,2.2,-1,Boulder,V3,1,15.0,40.49009,-75.21679,Start on the slopers above the bulge and mantle.
189,189,Air,Picnic Rock > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108320723/air,3.1,-1,Boulder,V0,1,15.0,40.49039,-75.2173,Climb the middle of the face.
190,190,Disco Stew,Picnic Rock > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108320702/disco-stew,2.3,-1,Boulder,V2,1,15.0,40.49039,-75.2173,Climb the arete.
191,191,Odb,The Flaming Moe > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120890927/odb,1.0,-1,Boulder,V0 PG13,1,20.0,40.49013,-75.21849,Climb up the arete on the left side of the boulder
192,192,The Flaming Moe,The Flaming Moe > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/107996919/the-flaming-moe,2.6,-1,Boulder,V4,1,,40.49013,-75.21849,"climb the fairly tall crimpy face, without using arete."
193,193,The Deviled Egg,Deviled Egg > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111479605/the-deviled-egg,2.0,-1,Boulder,V7,1,10.0,40.49002,-75.2179,"Rather conditions dependent because of the slopers on this one!Start with a right hand crimp just left of center on the boulder and your right hand on a sloper dish. While the finish is a mere 3-4 feet away, find the ability to hump your way up the bulging arete. A bit deceiving but fun to figure out."
194,194,Deviled Egg Sit,Deviled Egg > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111479609/deviled-egg-sit,1.0,-1,Boulder,V8,1,10.0,40.49002,-75.2179,SDS squeezing where you can on the bottom of the egg shaped boulder. The kickplate underneath is on for feet. Find a way to pull on and up to the starting sloper for The Deviled Egg.
195,195,The Tri Force,The Amphitheater > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111479963/the-tri-force,2.0,-1,Boulder,V6,1,,40.4903,-75.21729,"The long traverse spans the boulder starting in a shallow dihedral on the far right side. The start isnt too well defined and you'll find yourself scratching your head looking for the best way to start this. Either way, start with low holds in the dihedral and work your way leftward. Using the prominent gaston and long seam, continue working leftwards and mantle on to the upper section of the boulder."
196,196,Peligro,The Amphitheater > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111479956/peligro,1.0,-1,Boulder,V10,1,15.0,40.4903,-75.21729,"Time to hone in your dyno skills! This one has seen a bit of crumbling on the start hold so a community censuses on the grade is probably needed. Start with both hands on crimps in the seam. From here, dyno to the sloping lip. You'll trend right around lip and mantle up on to the face."
197,197,Panda Crack,Teddy Bear Satellite > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119293783/panda-crack,3.0,-1,Boulder,V0,1,12.0,40.48938,-75.21634,"Offwidth crack, a tad bigger than most male fists."
198,198,Polar Bear Crack,Teddy Bear Satellite > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111503579/polar-bear-crack,3.0,-1,Boulder,V3,1,12.0,40.48938,-75.21634,"Its easy to see that this line is always overlooked. The top will almost always have to be cleaned off and the same will have to be scrubbed from all the debris that built up from no one touching it for months (or years). Despite the fact that its unnamed and only a v3, its a rather fun line nonetheless.SDS in the pit. Left hand on a low but good crimp and right hand in the seam. Work your feet and follow the seam up to the lip. A few tension moves and good foot placements will see you hitting the lip and doing the fun topout. Just try to avoid the vegetation that has grown a few inches thick on top of this one!"
199,199,Why Ask Why,The Y Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120224831/why-ask-why,1.0,-1,Boulder,V3,1,8.0,40.49014,-75.21767,Climb the left arete on slopers and smears.
200,200,Yyz,The Y Boulder > Teddy Bear Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120224811/yyz,2.0,-1,Boulder,V5,1,8.0,40.49014,-75.21767,Climb the right arete on slopers and smears. The pedestal in on.
201,201,Chiba,Chiba Boulder > The Hobo Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/109509148/chiba,3.3,-1,Boulder,V6,1,10.0,40.49127,-75.21665,"SDS with your right hand on the horn and your left hand on a sidepull. Pull up to the slopy sidepull, match, and tension over to holds on the arete. Top out after reaching the big crimp rail up high."
202,202,The Throw,Hobo Boulder > The Hobo Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111277543/the-throw,2.5,-1,Boulder,V1+,1,10.0,40.49205,-75.21725,SDS on low jug and campus up to high jug or use a slopey intermediate.  Easy top out after reaching the high jug.
203,203,The Wink,Hobo Boulder > The Hobo Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111277575/the-wink,3.3,-1,Boulder,V3,1,10.0,40.49205,-75.21725,Same start as Hobo but trend right and low on good holds to an easier top out
204,204,Pipeline,Hobo Boulder > The Hobo Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111277536/pipeline,2.0,-1,Boulder,V4,1,10.0,40.49205,-75.21725,Start on good jug and follow slopers straight up and top out in the depression at the top of the boulder.
205,205,Waterworks,Hobo Boulder > The Hobo Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120147628/waterworks,2.0,-1,Boulder,V6,1,,40.49205,-75.21725,Start In the crack and make a big move up to an edge in the horizontal crack. Traverse left to join and finish the same as Pipeline.
206,206,Hobo,Hobo Boulder > The Hobo Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111277559/hobo,3.5,-1,Boulder,V8,1,12.0,40.49205,-75.21725,"Was originally V10 but a small crimp broke and got better! Since, the problem hasn't seen enough ascents for everyone to agree on a grade.  Start on a good right hand and medium incut crimp.  Climb the overhang with side pulls, a decent crimp and a big pop to a sloping edge. Tricky top out."
207,207,Proximity Infatuation,Proximity Infatuation Area > The Outliers > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111469420/proximity-infatuation,4.0,-1,Boulder,V11,1,18.0,40.4922,-75.20678,"This one is WAY out there. If youre up for some bushwacking, then this one is for you. Its well worth the effort to get out to this location.Start on the right side of the boulder and follow the prominent seam. Continue working leftward until its possible to hit the small crimp leading up the face. Hit the second seam and continue up the slabby top to the finish."
208,208,45 Degree Arete,45 Degree Wall > The Outliers > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/118868413/45-degree-arete,2.5,-1,Boulder,V6,1,,40.50668,-75.22469,Start with a high right hand pinch and a left hand sidepull. Climb up and over the rounded arete.
209,209,45 Degree Wall,45 Degree Wall > The Outliers > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/109552785/45-degree-wall,3.0,-1,Boulder,V7,1,12.0,40.50668,-75.22469,"In the center of the wall is a L shaped hold at the top of a scar that runs up the middle. The L shaped hold is easy to spot, its formed by a right hand ledge and a left hand sidepull. Find feet and establish on this L shaped hold. Fire up for the lip. Trend rightwards across the lip and mantle on to the slab above. Careful on some of the higher portions of this slab, certain sections are fragile and prone to breaking."
210,210,Observable Differences,45 Degree Wall > The Outliers > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111719867/observable-differences,3.7,-1,Boulder,V8,1,14.0,40.50668,-75.22469,"This is the lower start to the 45 Degree Wall. Start directly below the L shaped hold that defines the start of the 45 Degree Wall on two somewhat parallel edges/sidepulls. Work some tricky foot beta and find your way up in to the 45 Degree Wall start hold. Fire for the lip, trend right, and mantle on over."
